introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145600.1:20665516-20670949,16.39,19.32,8.63,8.51,LOC584154,solute carrier family 49 member A3,14433,347,2.404212568419594,NW_022145600.1:20651430-20665863,ECB-GENEPAGE-23076308,SPU_023187,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:20682520-20682565,74.0,58.82,21.53,76.02,LOC105445103,uncharacterized LOC105445103,21556,45,0.20875858229727223,NW_022145600.1:20670002-20691558,ECB-GENEPAGE-23076314,Sp-Clect_33|SPU_015079|Sp-Hypp_1893|SPU_010027|hypothetical protein-1893,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:6455170-6455183,51.08,27.62,21.38,66.77,LOC100891748,sodium-coupled monocarboxylate transporter 1-like,12576,13,0.10337150127226462,NW_022145604.1:6449814-6462390,ECB-GENEPAGE-23099205,"Sp-Slc5a12_3| solute carrier family 5 (sodium/glucose cotransporter), member 12|SPU_021788",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_InorganicIon,Metabolism_InorganicIon"
NW-022145605.1:26285537-26288216,26.97,46.64,15.36,26.03,LOC757080,aromatic-L-amino-acid decarboxylase,16422,303,1.8450858604311289,NW_022145605.1:26287913-26304335,ECB-GENEPAGE-23110839,Sp-Ddc|Aromatic-L-amino-acid decarboxylase|DOPA decarboxylase|Sp-Ddc_3|DDC|AADC|SPU_028013|SPU_019398|SPU_021932,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145598.1:4037233-4037280,49.74,41.13,23.23,63.57,LOC100890058,uncharacterized LOC100890058,39358,47,0.11941663702423903,NW_022145598.1:4007181-4046539,ECB-GENEPAGE-23057689,calcium transporter 2; XCAT2 protein|Sp-PppL_186|SPU_006543|pol polyprotein like-186|Sp-Xcat2|SPU_019793|calcium transporter 2|XCAT2 protein|SPU_006542,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:10567689-10573101,30.48,31.21,8.06,45.32,LOC105443558,uncharacterized LOC105443558,2699,1288,47.721378288254904,NW_022145599.1:10571813-10574512,ECB-GENEPAGE-23066204,Sp-Unk_33|SPU_027967,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:10567689-10573101,30.48,31.21,8.06,45.32,LOC581721,ecdysoneless cell cycle regulator,12900,2230,17.286821705426355,NW_022145599.1:10557019-10569919,ECB-GENEPAGE-23066197,LOC581721|Sp-Ecd|SPU_027976|suppressor of S. cerevisiae gcr2|protein ecdysoneless homolog,curated,n/a,n/a,n/a,n/a
NW-022145594.1:4743792-4743833,33.29,46.95,26.8,53.83,LOC100890539,adhesion G protein-coupled receptor B1,35831,41,0.11442605565013535,NW_022145594.1:4728519-4764350,ECB-GENEPAGE-23027946,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:20497572-20502981,19.67,23.58,8.94,22.48,LOC100889317,carbonyl reductase [NADPH] 1,5198,556,10.696421700654097,NW_022145604.1:20492930-20498128,ECB-GENEPAGE-23102183,SPU_014400,partially curated,n/a,n/a,KEGG:spu:100889317,n/a
NW-022145605.1:27494990-27500387,15.11,18.32,8.11,17.28,LOC763497,RNA-binding protein Musashi homolog Rbp6,50097,2246,4.483302393356888,NW_022145605.1:27498141-27548238,ECB-GENEPAGE-23111023,musashi homolog 1|Sp-Msi1|SPU_020274,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:21221645-21224263,46.65,37.5,15.94,38.3,LOC756883,complement C2,24204,2618,10.816393984465378,NW_022145610.1:21214546-21238750,ECB-GENEPAGE-23142613,SPU_019523,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:29425852-29425859,58.57,70.29,19.71,58.43,LOC100890709,serine/arginine repetitive matrix protein 2,74029,7,0.009455753826203245,NW_022145607.1:29380510-29454539,ECB-GENEPAGE-23127656,SPU_028570|Sp-Lrr/Fn3f|SPU_021340|SPU_021341|LOC110981464,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145613.1:23276643-23277040,38.59,55.43,13.98,41.31,LOC575143,rho GTPase-activating protein 18,112136,397,0.35403438681600913,NW_022145613.1:23264382-23376518,ECB-GENEPAGE-23177337,Arhgap18/28/40-like|Rho GTPase activating protein 28-like|Sp-Arhgap28_1|Rho GTPase activating protein 18|ARHGAP18|MacGAP|SPU_000259|Sp-Rhogap18|LOC110987977,partially curated,n/a,n/a,n/a,"GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGAP"
NW-022145596.1:17005527-17010920,30.12,35.03,12.07,45.1,LOC105440229,coiled-coil domain-containing protein 158-like,9629,1708,17.738082874649496,NW_022145596.1:16997606-17007235,ECB-GENEPAGE-23046427,Sp-Hypp_189|SPU_004566|SPU_022808,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:17005527-17010920,30.12,35.03,12.07,45.1,LOC592956,"myosin heavy chain, striated muscle",17117,5393,31.506689256294912,NW_022145596.1:17004755-17021872,ECB-GENEPAGE-23046431,SPU_004566|Sp-Hypp_189|SPU_022808|hypothetical protein-189|myosin heavy chain-like|LOC110973231,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:28680761-28686149,25.57,26.01,8.31,25.78,LOC100893346,uncharacterized LOC100893346,6284,2310,36.7600254614895,NW_022145605.1:28683839-28690123,ECB-GENEPAGE-23111416,Sp-Hypp_2846|SPU_026478|hypothetical protein-2846|Sp-Hypp_1527|SPU_004472|hypothetical protein-1527|LOC110982273,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:18603375-18603496,38.71,65.02,17.96,47.21,LOC584520,transient receptor potential cation channel subfamily M member 2,40353,121,0.2998537903005972,NW_022145612.1:18595879-18636232,ECB-GENEPAGE-23161264,Sp-Trpm3_1|SPU_021350|Long transient receptor potential channel 3,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_InorganicIon,Metabolism_InorganicIon"
NW-022145603.1:19318747-19321529,30.0,27.19,12.03,37.05,LOC589017,myelin regulatory factor,29635,2782,9.387548506833136,NW_022145603.1:19309604-19339239,ECB-GENEPAGE-23095097,SPU_001572|SPU_017063|SPU_000601|SPU_008668|LOC589017|LOC110974968,curated,n/a,n/a,n/a,n/a
NW-022145605.1:15198968-15200770,23.85,32.69,13.44,28.69,LOC583378,neuronal acetylcholine receptor subunit alpha-10,19156,1802,9.406974316141156,NW_022145605.1:15186563-15205719,ECB-GENEPAGE-23108100,"Sp-Chrna7|SPU_027433|cholinergic receptor|nicotinic|alpha 7; acetylcholine receptor subunit alpha-7|cholinergic receptor, nicotinic, alpha 7|acetylcholine receptor subunit alpha-7",partially curated,n/a,"GO:0004888,GO:0022848,GO:0045211",n/a,n/a
NW-022145612.1:10585527-10590866,21.36,37.03,13.14,36.7,LOC105446492,uncharacterized LOC105446492,6231,1758,28.213769860375542,NW_022145612.1:10589108-10595339,ECB-GENEPAGE-23158959,Sp-Hypp_2422|SPU_019178|hypothetical protein-2422|bridging integrator 1-like,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:10562518-10562833,32.52,40.9,18.63,43.41,LOC577170,amphiphysin,33296,315,0.9460595867371456,NW_022145612.1:10552973-10586269,ECB-GENEPAGE-23158953,Sp-Bin1|SPU_025487|bridging integrator 1|LOC110976011,partially curated,n/a,"GO:0005737,GO:0043229",n/a,n/a
NW-022145603.1:9563866-9569199,31.59,57.8,16.12,14.39,LOC582923,serine/threonine-protein kinase tricorner,39737,5333,13.420741374537585,NW_022145603.1:9536626-9576363,ECB-GENEPAGE-23093370,SPU_021059|Sp-Ndrk|SPU_012503|nuclear Dbf2-related kinase 2|serine/threonine kinase p38-like|LOC110974986,partially curated,n/a,n/a,n/a,"Kinase,Kinase_AGC,Kinase_AGC"
NW-022145601.1:24766893-24772093,8.01,47.99,5.73,18.29,LOC763377,cilia- and flagella-associated protein 74,34606,1976,5.709992486851991,NW_022145601.1:24770117-24804723,ECB-GENEPAGE-23084799,KIAA1751 protein-like|Sp-Kiaa1751L2|Sp-C1orf222L|Sp-Kiaa1751L_2|hypothetical protein-2625|human chromosome 1 open reading frame 222-like|SPU_008490|SPU_022720|Sp-Hypp_2625,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:25009153-25014478,19.36,24.45,10.7,97.33,LOC100892190,mitochondrial sodium/calcium exchanger protein,15068,3031,20.11547650650385,NW_022145605.1:25011447-25026515,ECB-GENEPAGE-23110493,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:8003896-8009201,8.07,14.89,5.05,10.08,LOC590877,sperm-associated antigen 16 protein,11831,189,1.5974980982165499,NW_022145612.1:8009012-8020843,ECB-GENEPAGE-23158175,n/a,partially curated,n/a,n/a,KEGG:spu:590877,n/a
NW-022145594.1:988470-988497,77.78,55.81,13.81,53.81,LOC115920767,missing,8759,27,0.308254366936865,NW_022145594.1:980582-989341,ECB-GENEPAGE-23185565,SPU_022336,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:1037435-1037508,15.29,21.86,14.3,64.08,LOC588717,HECT and RLD domain containing E3 ubiquitin protein ligase 2,86778,73,0.08412270391112955,NW_022145596.1:1021994-1108772,ECB-GENEPAGE-23042736,SPU_000315|SPU_018559|Sp-Rld2L|SPU_028871|Hect|RLD2|Sp-Herc2|SPU_001208|Hect and RLD2 domain containing|Sp-Rld2L2|SPU_007497|Hect domain|LOC588717|E3 ubiquitin-protein ligase HERC2|LOC110983727,curated,n/a,n/a,n/a,n/a
NW-022145596.1:1047731-1053034,42.23,31.07,6.0,8.67,LOC115922141,uncharacterized LOC115922141,4305,4305,100.0,NW_022145596.1:1048079-1052384,ECB-GENEPAGE-23042750,SPU_001208|Sp-Herc2,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:21466263-21471550,10.25,12.58,5.43,14.09,LOC100893473,uncharacterized LOC100893473,6946,5287,76.11575007198388,NW_022145606.1:21465853-21472799,ECB-GENEPAGE-23117602,n/a,partially curated,n/a,"GO:0005802,GO:0016020,GO:0071253",n/a,n/a
NW-022145600.1:6561099-6561192,42.53,62.42,18.99,35.98,LOC100888951,uncharacterized LOC100888951,36482,93,0.25492023463625896,NW_022145600.1:6547816-6584298,ECB-GENEPAGE-23073482,Sp-Hypp_278|SPU_027509|hypothetical protein-278|SPU_027508|LOC110979933,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:16069256-16074529,17.1,25.11,8.33,33.58,LOC584907,uncharacterized LOC584907,11742,4852,41.321750979390224,NW_022145612.1:16062366-16074108,ECB-GENEPAGE-23160539,SPU_003504,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:30900958-30906210,49.04,36.74,7.26,9.13,LOC115928005,uncharacterized LOC115928005,4520,4520,100.0,NW_022145607.1:30901208-30905728,ECB-GENEPAGE-23128002,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:30912710-30916411,13.8,15.66,7.31,17.26,KATNA1,katanin catalytic subunit A1 like 1,18077,3692,20.423742877689882,NW_022145607.1:30898325-30916402,ECB-GENEPAGE-23127987,Sp-KatsA|SPU_001000|SPU_008417|KATNA1|katanin p60|LOC110978857,curated,"Catalytic subunit of a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation. In mitotic spindles this could allow depolymerization of the microtubule end proximal to the centrosome, and subsequent poleward microtubule flux.     Subcellular location: Predominantly cytoplasmic (By similarity). Also localized to the interphase centrosome and the","GO:0000922,GO:0005524,GO:0005737,GO:0005813,GO:0005819,GO:0005874,GO:0007049,GO:0008017,GO:0008568,GO:0015630,GO:0016853,GO:0016887,GO:0030496,GO:0051013,GO:0051301,GO:0097431",KEGG:spu:373368,"Cytoskeleton,Cytoskeleton_MicrotubuleAssociated,Cytoskeleton_MicrotubuleAssociated"
NW-022145600.1:30089203-30094453,13.97,20.5,12.72,20.55,LOC105438453,uncharacterized LOC105438453,4148,4148,100.0,NW_022145600.1:30089311-30093459,ECB-GENEPAGE-23077813,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:19189180-19192211,15.19,21.04,6.48,15.5,LOC593238,tetraspanin-4,33185,3031,9.133644718999548,NW_022145603.1:19174089-19207274,ECB-GENEPAGE-23095061,Sp-Ttrspn_1|SPU_001195|LOC110975436,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:18653203-18658441,16.14,25.01,6.19,13.82,LOC100889163,uncharacterized LOC100889163,8854,290,3.2753557714027557,NW_022145612.1:18658151-18667005,ECB-GENEPAGE-23161285,Sp-Hypp_1223|SPU_028227|hypothetical protein-1223|LOC110983480,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:3466721-3466738,38.65,31.94,13.65,33.88,LOC581113,pericentriolar material 1 protein,35849,17,0.04742112750704343,NW_022145596.1:3436712-3472561,ECB-GENEPAGE-23043434,SPU_025427|Sp-Pcm1|pericentriolar material 1,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:12855241-12858639,33.76,28.21,16.23,92.34,LOC593588,uncharacterized LOC593588,31670,3398,10.729396905588885,NW_022145603.1:12854418-12886088,ECB-GENEPAGE-23093926,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:12840342-12845566,21.17,72.02,13.33,16.35,LOC580837,"alpha-(1,6)-fucosyltransferase-like",9138,342,3.742613263296126,NW_022145606.1:12831546-12840684,ECB-GENEPAGE-23116031,Sp-Fut8|SPU_000179|fucosyltransferase 8,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:12846253-12846427,48.7,32.53,44.52,37.74,LOC575664,"alpha-(1,6)-fucosyltransferase",16984,174,1.024493641073952,NW_022145606.1:12843647-12860631,ECB-GENEPAGE-23116035,"Sp-Fut8L|Sp-Fut8_1|fucosyltransferase 8| alpha (1,6) fucosyltransferase-1|SPU_010462|SPU_013877|fucosyltransferase 8-like",partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:9851801-9857017,29.77,30.25,6.51,15.62,LOC586531,3-oxoacyl-[acyl-carrier-protein] reductase FabG,13286,5216,39.25937076622008,NW_022145604.1:9843856-9857142,ECB-GENEPAGE-23100187,SPU_001131,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145613.1:6235025-6235037,85.33,55.08,24.92,46.83,LOC756912,E3 ubiquitin-protein ligase UHRF1,5875,12,0.20425531914893616,NW_022145613.1:6229291-6235166,ECB-GENEPAGE-23173033,Sp-Uhrf1L|SPU_007234|ubiquitin-like with PHD and ring finger domains 1-like,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:32806134-32806183,65.9,51.2,22.22,93.27,LOC763845,uncharacterized LOC763845,53993,49,0.09075250495434593,NW_022145606.1:32790833-32844826,ECB-GENEPAGE-23119466,Sp-Nwd1_4|hypothetical protein-947|Sp-Hypp_947|WD-40 repeat protein|SPU_019801|SPU_022787|NACHT and WD repeat domain containing 1-4,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:26565678-26570882,27.53,22.66,13.75,12.71,LOC105443717,probable serine/threonine-protein kinase kinX,10514,5204,49.49591021495149,NW_022145612.1:26560780-26571294,ECB-GENEPAGE-23163280,Sp-RtnpLp|SPU_023315|retinitis pigmentosa GTPase regulator-like protein|LOC110982091,partially curated,n/a,n/a,n/a,n/a
NW-022145604.1:3348024-3353227,9.86,15.92,7.47,17.03,LOC580186,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",42651,5203,12.199010574195214,NW_022145604.1:3310900-3353551,ECB-GENEPAGE-23098502,SPU_010444,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:24766893-24772093,8.01,47.99,5.73,18.29,LOC115924590,arylsulfatase J-like,7378,218,2.9547302792084578,NW_022145601.1:24759733-24767111,ECB-GENEPAGE-23084794,"arylsulfatase family, member J |Sp-Arsj|SPU_002561",partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:640627-645822,41.41,53.62,16.04,53.1,LOC588932,synergin gamma,30030,5195,17.2993672993673,NW_022145605.1:616512-646542,ECB-GENEPAGE-23104645,Sp-Ap1gbp1L|SPU_019119|AP1 gamma subunit binding protein 1-like|LOC588932|LOC110985434,curated,n/a,n/a,n/a,n/a
NW-022145599.1:20662718-20667896,19.32,18.31,6.98,14.14,LOC592787,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,23588,5178,21.95183991860268,NW_022145599.1:20655140-20678728,ECB-GENEPAGE-23068343,SPU_012026|Sp-Dus1ll|SPU_012025|PP3111 protein/Dihydrouridine synthase 1-like,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:16802277-16806942,20.62,25.44,9.85,21.49,LOC100893185,ras and EF-hand domain-containing protein-like,20088,4665,23.222819593787335,NW_022145606.1:16795403-16815491,ECB-GENEPAGE-23116763,Sp-RabO1|SPU_010648|Rab Orphan 1|LOC110982409,partially curated,n/a,n/a,n/a,"GTPase,GTPase_Ras,GTPase_Ras_Rab"
NW-022145594.1:33580828-33580842,72.86,54.43,24.5,94.71,LOC100891032,cell adhesion molecule-related/down-regulated by oncogenes,20285,14,0.06901651466600936,NW_022145594.1:33571530-33591815,ECB-GENEPAGE-23032453,SPU_010851|Sp-CdoL|LOC110988888,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145594.1:33722650-33722664,19.36,22.07,12.86,31.21,LOC576882,rho guanine nucleotide exchange factor 12,114976,14,0.012176454216532146,NW_022145594.1:33710731-33825707,ECB-GENEPAGE-23032499,Sp-Hypp_1937|RhoA-specific GEF|ARHGEF11|Rho guanine nucleotide exchange factor 11|Sp-Rhogef11l|LFP40|Rho guanine nucleotide exchange factor 2| ARHGEF2 |Sp-Rhogef2|SPU_016976|SPU_016644|SPU_010723|SPU_028707|hypothetical protein-1937|LOC110989335,partially curated,n/a,n/a,n/a,"GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH|GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH"
NW-022145598.1:3700475-3700482,32.0,47.14,24.71,30.86,LOC581063,melanotransferrin,39198,7,0.01785805398234604,NW_022145598.1:3676070-3715268,ECB-GENEPAGE-23057621,LOC581063,curated,n/a,n/a,n/a,n/a
NW-022145601.1:532638-532887,31.41,34.79,20.0,39.22,LOC578345,uncharacterized LOC578345,82829,249,0.3006193482958867,NW_022145601.1:499513-582342,ECB-GENEPAGE-23079734,Sp-Plceta|SPU_009691|PLCn|Sp-Plceta_2|SPU_009689|Sp-Plceta_1|SPU_009690|Sp-Plceta_3|SPU_009688|Sp-Plch|phospholipase C eta|Plch1/2,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Lipid,Metabolism_Lipid|EggActivation,EggActivation,EggActivation|EggActivation,EggActivation,EggActivation|EggActivation,EggActivation,EggActivation"
NW-022145605.1:19808520-19813686,18.52,20.24,7.91,16.78,LOC580390,huntingtin-interacting protein 1,49361,5166,10.465752314580337,NW_022145605.1:19764575-19813936,ECB-GENEPAGE-23109235,Sp-Hip1|SPU_010513|Huntingtin interacting protein 1|Sp-Hip1_1|SPU_010488|hip1|LOC110989426,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:7673316-7678476,27.1,25.73,10.39,10.63,LOC753607,"prolyl-tRNA synthetase associated domain containing 1, pseudogene",1989,244,12.267471091000502,NW_022145612.1:7671571-7673560,ECB-GENEPAGE-23158089,"LOC753607|SPU_010480|putative prolyl-tRNA synthetase associated domain-containing protein 1|ZWS1|symbol withdrawn, see [HGNC:8850](/data/gene-symbol-report/#!/hgnc_id/HGNC:8850)|LOC110989927",curated,n/a,n/a,n/a,n/a
NW-022145613.1:6203384-6203482,31.18,43.49,22.64,44.74,LOC115919803,adenylate cyclase type 3-like,62732,98,0.15622011094816043,NW_022145613.1:6159308-6222040,ECB-GENEPAGE-23173029,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145614.1:2306633-2311783,16.33,26.42,7.55,22.34,LOC591683,scavenger receptor cysteine-rich domain-containing group B protein,9092,1483,16.311042674879015,NW_022145614.1:2310300-2319392,ECB-GENEPAGE-23181534,Sp-Srcr97|SPU_010993,partially curated,n/a,"GO:0005044,GO:0016020",KEGG:spu:591683,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145614.1:2303576-2305215,33.9,43.29,10.53,57.56,LOC591703,deleted in malignant brain tumors 1 protein,13590,1639,12.060338484179542,NW_022145614.1:2293420-2307010,ECB-GENEPAGE-23181528,Sp-Srcr95|SPU_010991,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145613.1:11885128-11887200,21.53,27.99,10.11,26.02,LOC752155,uncharacterized LOC752155,15927,2072,13.009355183022539,NW_022145613.1:11874068-11889995,ECB-GENEPAGE-23174905,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:21259015-21259266,12.14,33.59,17.01,44.02,Klf7,Kruppel like factor 6,51358,251,0.4887261965029791,NW_022145613.1:21257739-21309097,ECB-GENEPAGE-23176968, Klf6-7 |Kruppel-like factor 7-like|Sp-Klf7|klf6|SPU_012772|Klf7|kruppellike factor 6|LOC110983446,curated,n/a,"GO:0000978,GO:0000981,GO:0006357",KEGG:spu:588024,"ZNF,ZNF,ZNF"
NW-022145607.1:23876774-23878014,25.4,30.17,9.96,31.87,LOC577843,tyrosyl-tRNA synthetase 1,14057,1240,8.821227858006688,NW_022145607.1:23872149-23886206,ECB-GENEPAGE-23126519,"Sp-Yars_1|Sp-Yars|SPU_007595|SPU_016421|tyrosyl-tRNA synthetase|LOC577843|tyrosine--tRNA ligase, cytoplasmic|LOC110986669",curated,n/a,n/a,n/a,n/a
NW-022145607.1:23889642-23890683,48.57,49.96,16.82,63.09,LOC582916,uncharacterized LOC582916,16674,1041,6.243252968693775,NW_022145607.1:23886571-23903245,ECB-GENEPAGE-23126528,Sp-Hypp_522|SPU_007597|hypothetical protein-522,partially curated,n/a,n/a,KEGG:spu:582916,n/a
NW-022145613.1:22441277-22446391,15.59,26.21,9.63,37.03,LOC100890593,butyrophilin subfamily 2 member A2,33452,5114,15.28757622862609,NW_022145613.1:22433069-22466521,ECB-GENEPAGE-23177221,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:22777402-22777445,27.7,89.05,20.88,33.42,LOC100893197,uncharacterized LOC100893197,47678,43,0.09018834682662863,NW_022145606.1:22743627-22791305,ECB-GENEPAGE-23117776,Sp-Nlr124|SPU_005026|NACHT and LRR containing protein,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorNLR,Immunity_ReceptorNLR"
NW-022145596.1:8716567-8721668,22.7,32.3,11.37,41.87,LOC100889505,mitochondrial calcium uptake family member 3,29588,5101,17.240097336758144,NW_022145596.1:8692739-8722327,ECB-GENEPAGE-23044508,"EF-hand domain family member A1 |Sp-Efha1|SPU_020780|SPU_027289|LOC100889505|calcium uptake protein 3, mitochondrial|LOC110977166",curated,n/a,n/a,n/a,n/a
NW-022145602.1:17614590-17614876,68.09,63.28,23.48,70.41,LOC115925093,protein O-mannosyl-transferase TMTC3-like,6180,286,4.627831715210355,NW_022145602.1:17610202-17616382,ECB-GENEPAGE-23090256,SPU_015128,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:12897642-12902718,18.51,22.02,5.06,22.67,LOC115924030,Kv channel-interacting protein 4-like,51227,4338,8.468190602611903,NW_022145600.1:12898380-12949607,ECB-GENEPAGE-23074796,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:9118023-9123086,7.94,26.77,5.69,11.31,LOC100889659,serine-protein kinase ATM,60029,5063,8.434256775891653,NW_022145607.1:9071546-9131575,ECB-GENEPAGE-23123664,SPU_019717|Sp-Atm_3|SPU_005652|Ataxia telangiectasia mutated|A-T mutated checkpoint kinase|Sp-Atm|SPU_025176,partially curated,n/a,n/a,n/a,"Kinase,Kinase_Atypical,Kinase_Atypical|Kinase,Kinase_Atypical,Kinase_Atypical"
NW-022145601.1:15980017-15985076,26.67,40.63,12.38,21.65,LOC589851,phospholipid scramblase 1,25577,5059,19.77948938499433,NW_022145601.1:15962018-15987595,ECB-GENEPAGE-23082947,Sp-Plscr3|SPU_017083|phospholipid scramblase 3,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:5568966-5574013,18.85,21.83,6.41,15.93,LOC757121,acidic phospholipase A2,8854,525,5.9295233792636095,NW_022145609.1:5573488-5582342,ECB-GENEPAGE-23131500,Phosphatidylcholine 2-acylhydrolase|Group IB phospholipase A2|PLA2-Ib|Phospholipase A2 precursor|Sp-Pla2g1b|SPU_007267,partially curated,n/a,"GO:0004623,GO:0005509,GO:0005576,GO:0006644,GO:0016042,GO:0050482",KEGG:spu:757121,n/a
NW-022145611.1:30339874-30339965,36.05,42.4,16.59,64.16,LOC100892959,protein Smaug homolog 1,33102,91,0.2749078605522325,NW_022145611.1:30336190-30369292,ECB-GENEPAGE-23152566,LOC110980526,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:1891513-1892350,27.15,43.0,20.97,37.3,LOC583183,glutathionyl-hydroquinone reductase YqjG,18140,632,3.484013230429989,NW_022145607.1:1891718-1909858,ECB-GENEPAGE-23122644,SPU_027701,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:23343212-23348235,18.98,22.43,9.05,26.47,LOC592507,mitogen-activated protein kinase kinase kinase 5,38559,5023,13.026790113851499,NW_022145607.1:23334953-23373512,ECB-GENEPAGE-23126377,Sp-Mekk5|SPU_025219|mitogen activated protein kinase kinase kinase 5|MAP3K5|Sp-Mapkkk5|SPU_010872|LOC110974397,partially curated,n/a,n/a,n/a,"Kinase,Kinase_STE,Kinase_STE"
NW-022145612.1:39943637-39948647,22.76,27.51,9.91,23.49,CBF-A,missing,8468,5010,59.163911195087394,NW_022145612.1:39940199-39948667,ECB-GENEPAGE-23126377,Sp-Mekk5|SPU_025219|mitogen activated protein kinase kinase kinase 5|MAP3K5|Sp-Mapkkk5|SPU_010872|LOC110974397,partially curated,n/a,n/a,n/a,"Kinase,Kinase_STE,Kinase_STE"
NW-022145605.1:11365166-11370167,16.3,25.35,7.76,20.17,LOC582634,coiled-coil domain containing 157,18927,5001,26.422570930416867,NW_022145605.1:11360968-11379895,ECB-GENEPAGE-23107150,Sp-Hypp_397|SPU_003767|hypothetical protein-397|LOC582634|coiled-coil domain-containing protein 157|LOC110976566,curated,n/a,n/a,n/a,n/a
NW-022145607.1:17973852-17974079,45.47,41.32,9.0,43.44,LOC754459,SNF2 histone linker PHD RING helicase,37560,227,0.6043663471778488,NW_022145607.1:17964384-18001944,ECB-GENEPAGE-23125428,Sp-ShprhL|SNF2 histone linker PHD RING helicase|Sp-Shprh|LOC754459|SPU_022183|SPU_020764|SPU_019322|SPU_005800|E3 ubiquitin-protein ligase SHPRH|LOC110974591,curated,n/a,n/a,n/a,n/a
