introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145611.1:20153067-20164653,26.46,30.37,13.18,16.22,LOC115929673,uncharacterized LOC115929673,1679,1679,100.0,NW_022145611.1:20158995-20160674,ECB-GENEPAGE-23150101,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:20151779-20151926,52.88,53.74,23.62,65.06,LOC100890887,myoblast determination protein 1 homolog 2,21957,147,0.6694903675365487,NW_022145611.1:20146868-20168825,ECB-GENEPAGE-23150091,myogenic differentiation 1-like 3|Sp-MyoD3|SPU_015983,partially curated,n/a,GO:0046983,n/a,"TF,TF_bHLH,TF_bHLH"
NW-022145605.1:30560187-30571363,11.04,14.02,6.31,20.69,LOC576843,ubiquitin-conjugating enzyme E2 G1,19345,1217,6.291031274231068,NW_022145605.1:30542059-30561404,ECB-GENEPAGE-23111756,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4709472-4720611,17.03,21.52,7.56,16.44,LOC115928870,caveolin-3-like,17856,11139,62.38239247311827,NW_022145609.1:4703507-4721363,ECB-GENEPAGE-23131306,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:553574-564577,30.33,49.28,18.73,86.17,LOC105445348,uncharacterized LOC105445348,2927,1559,53.26272634096344,NW_022145610.1:552206-555133,ECB-GENEPAGE-23138494,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:553574-564577,30.33,49.28,18.73,86.17,LOC580981,dimethylaniline monooxygenase [N-oxide-forming] 5,9913,2644,26.672046807222838,NW_022145610.1:561933-571846,ECB-GENEPAGE-23138498,FMO 1C1|Sp-Fmo5_3|Dimethylaniline monooxygenase 5 | Dimethylaniline oxidase 5 | FMO 5 | Hepatic flavin-containing monooxygenase 5|SPU_022596|FMO form 3,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145612.1:20264857-20275842,24.88,19.17,9.6,14.45,LOC100892774,galactose-3-O-sulfotransferase 2,4442,292,6.573615488518686,NW_022145612.1:20260707-20265149,ECB-GENEPAGE-23161619,Sp-Gal3st1L_2|SPU_027933|galactose-3-O-sulfotransferase 1-like-2,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:26370207-26370315,19.82,28.91,16.91,49.44,LOC105445741,ATP-binding cassette sub-family D member 3-like,26064,108,0.4143646408839779,NW_022145609.1:26367382-26393446,ECB-GENEPAGE-23135540,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:9991282-10001923,15.07,18.34,5.35,13.02,LOC576432,excitatory amino acid transporter 3,13918,2096,15.05963500502946,NW_022145609.1:9979460-9993378,ECB-GENEPAGE-23132501,"Sp-Slc1a1_1| solute carrier family 1, member 1-1|SPU_006382",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145609.1:14662421-14672918,15.11,18.35,7.82,17.19,LOC582296,mediator complex subunit 8,11032,10497,95.1504713560551,NW_022145609.1:14661998-14673030,ECB-GENEPAGE-23133482,"LOC582296|mediator of RNA polymerase II transcription, subunit 8 homolog |mediator complex subunit 8|Sp-Med8|SPU_025580|mediator of RNA polymerase II transcription subunit 8-B|LOC110985223",curated,n/a,n/a,n/a,n/a
NW-022145609.1:26405096-26407414,22.68,30.18,7.25,17.93,LOC100889922,kelch-like ECH-associated protein 1,25399,2318,9.126343556832946,NW_022145609.1:26397634-26423033,ECB-GENEPAGE-23135547,Sp-Keap1|SPU_011306|Kelch-like-ECH-associated protein,partially curated,n/a,"GO:0005634,GO:0005737,GO:0016567,GO:0031463",n/a,"Defensome,Defensome_Sensor,Defensome_Sensor"
NW-022145606.1:36057851-36057860,45.33,61.56,31.78,47.44,LOC594361,uncharacterized LOC594361,82344,9,0.010929758088020986,NW_022145606.1:35979096-36061440,ECB-GENEPAGE-23119912,SPU_003853|SPU_024305|Sp-ThrombD|SPU_013106|Sp-PolypL_86|SPU_027175|polyprotein-like-86|LOC110984001,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMOther,Adhesion_ECMOther"
NW-022145612.1:21821451-21831659,45.17,30.14,10.54,40.82,LOC115919204,uncharacterized LOC115919204,4813,4813,100.0,NW_022145612.1:21824272-21829085,ECB-GENEPAGE-23162144,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:10292009-10292015,23.0,16.83,13.33,51.5,LOC115922212,"sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase-like",4993,6,0.12016823552974164,NW_022145596.1:10291956-10296949,ECB-GENEPAGE-23044884,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 |Sp-St8sia3_1|SPU_012157",partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145597.1:4081486-4082998,35.34,47.96,14.38,58.39,LOC587456,beta-arrestin-1,48290,1512,3.131083039966867,NW_022145597.1:4046652-4094942,ECB-GENEPAGE-23050463,SPU_023889|Sp-Arrb1|beta-arrestin 1|beta arr1|arrb1|ArrK|krz|kurtz|arr-1|LOC110980951,partially curated,n/a,GO:0007165,n/a,n/a
NW-022145605.1:8489229-8498846,17.6,21.62,5.88,20.9,LOC105445366,phosphatidylinositol 4-kinase alpha,32412,9617,29.671109465630014,NW_022145605.1:8467669-8500081,ECB-GENEPAGE-23106554,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25663459-25673042,22.48,31.34,11.64,21.96,LOC763596,nuclear pore complex protein Nup155,32193,3916,12.16413506041686,NW_022145609.1:25669126-25701319,ECB-GENEPAGE-23135404,Sp-Nup155|SPU_013715|nucleoporin 155,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:2994403-3003553,42.2,62.77,29.92,36.2,LOC105438725,uncharacterized LOC105438725,1674,1196,71.44563918757467,NW_022145606.1:2993925-2995599,ECB-GENEPAGE-23114615,Sp-Hypp_2890|SPU_027139|hypothetical protein-2890,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:32410762-32419818,13.61,17.18,6.0,11.34,LOC594372,CCR4-NOT transcription complex subunit 11,16743,6983,41.70698202233769,NW_022145606.1:32401002-32417745,ECB-GENEPAGE-23119336,Sp-Cnot11|human chromosome 2 open reading frame 29|SPU_025685|Sp-C2orf29,partially curated,n/a,"GO:0005634,GO:0005737,GO:0030014,GO:0031047",n/a,n/a
NW-022145609.1:13724948-13734004,45.64,38.62,15.15,17.54,LOC578317,RNA polymerase II subunit E,11634,4016,34.519511775829464,NW_022145609.1:13717330-13728964,ECB-GENEPAGE-23133309,"LOC578317|Sp-Dnad_rnapIIppE|SPU_002637|RPB5|DNA-directed RNA polymerases I, II, and III subunit RPABC1|LOC110977470",curated,n/a,n/a,n/a,n/a
NW-022145609.1:11404277-11412896,19.14,30.95,8.86,19.08,LOC115928484,uncharacterized LOC115928484,9539,178,1.8660236922109237,NW_022145609.1:11412718-11422257,ECB-GENEPAGE-23132816,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:11416086-11425021,20.91,17.39,7.96,22.14,LOC115928485,adhesion G protein-coupled receptor L3-like,16059,2444,15.218880378603897,NW_022145609.1:11422577-11438636,ECB-GENEPAGE-23132820,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:26966038-26974919,19.49,21.74,8.43,31.76,LOC762521,adhesion G protein-coupled receptor A3,34230,6450,18.843120070113937,NW_022145600.1:26968469-27002699,ECB-GENEPAGE-23077272,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:161148-161191,25.07,18.42,19.26,34.0,LOC100890439,transmembrane protein 44,11546,43,0.3724233500779491,NW_022145601.1:151262-162808,ECB-GENEPAGE-23079642,transmembrane protein 44|LOC100890439,partially curated,n/a,GO:0016020,n/a,n/a
NW-022145601.1:177689-177774,44.68,43.99,20.08,51.05,LOC591845,arachidonate 5-lipoxygenase,13701,85,0.6203926720677323,NW_022145601.1:170400-184101,ECB-GENEPAGE-23079651,Sp-Alox5|Arachidonate 5-lipoxygenase|SPU_003742|SPU_028646,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25085373-25094194,19.88,20.04,7.92,35.05,LOC577548,serine-rich adhesin for platelets,41187,8821,21.41695195085828,NW_022145609.1:25067679-25108866,ECB-GENEPAGE-23135257,Sp-Hypp_3054|SPU_015408|hypothetical protein-3054,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:43651545-43651634,50.08,45.69,26.29,43.11,LOC586636,glycoprotein 3-alpha-L-fucosyltransferase A,8013,89,1.1106951204293023,NW_022145606.1:43649615-43657628,ECB-GENEPAGE-23120853,"galactoside 3-L-fucosyltransferase | Fucosyltransferase 6 | FUCT-VI |Sp-Fut_1| Alpha-(1,3)-fucosyltransferase|SPU_021132",partially curated,n/a,n/a,KEGG:spu:586636,n/a
NW-022145606.1:43641025-43649767,7.53,17.38,10.06,14.43,LOC100892411,uncharacterized LOC100892411,64368,123,0.19108873974645785,NW_022145606.1:43576780-43641148,ECB-GENEPAGE-23120836,SPU_017402,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:21731675-21740384,14.61,18.09,6.19,16.24,LOC115918872,26S proteasome non-ATPase regulatory subunit 2-like,15162,1230,8.112386228729719,NW_022145606.1:21717743-21732905,ECB-GENEPAGE-23117634,"Sp-Psmd2_1| proteasome (prosome, macropain) 26S subunit, non-ATPase, 2-1|SPU_025818",partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:21731675-21740384,14.61,18.09,6.19,16.24,LOC100893984,protein starmaker,8794,4321,49.13577439163066,NW_022145606.1:21736063-21744857,ECB-GENEPAGE-23117640,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:26270234-26278929,28.91,35.71,10.8,19.64,LOC590906,probable thiopurine S-methyltransferase,12635,5832,46.1574990106846,NW_022145605.1:26273097-26285732,ECB-GENEPAGE-23110832,Sp-Tpmtl_1|SPU_018987|thiopurine S-methyltransferase|SPU_001524,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:17511047-17519575,27.68,23.71,13.28,24.19,LOC576421,"beta-1,4-galactosyltransferase 5",19864,43,0.21647200966572697,NW_022145603.1:17491226-17511090,ECB-GENEPAGE-23094634,"Sp-B4galt6|Beta-1,4-GalTase 6 | Beta4Gal-T6 | b4Gal-T6 | UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6 | UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6| Beta-1,4-galactosyltransferase 6 |SPU_008080",partially curated,n/a,"GO:0005975,GO:0006486,GO:0016020,GO:0016757",n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145611.1:19962749-19971055,18.94,21.69,13.48,14.6,LOC576225,regulator of microtubule dynamics protein 1,17922,8306,46.34527396495927,NW_022145611.1:19953478-19971400,ECB-GENEPAGE-23150039,family with sequence similarity 82 member A |Sp-Fam82a|SPU_015985|LOC110984954,partially curated,n/a,n/a,KEGG:spu:576225,n/a
NW-022145609.1:19317751-19325940,32.76,53.85,18.95,16.12,LOC591872,small nuclear ribonucleoprotein polypeptide A',13158,103,0.7827937376500989,NW_022145609.1:19304696-19317854,ECB-GENEPAGE-23134131,LOC591872|Sp-U2A|SPU_004596|U2 small nuclear ribonucleoprotein A'|LOC110980169,curated,n/a,n/a,n/a,n/a
NW-022145609.1:19317751-19325940,32.76,53.85,18.95,16.12,LOC100891352,uncharacterized LOC100891352,21133,5185,24.535087304216155,NW_022145609.1:19320755-19341888,ECB-GENEPAGE-23134137,Sp-Hypp_2635|SPU_022862|hypothetical protein-2635,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:1493743-1501686,15.0,29.87,12.03,7.95,LOC100888460,missing,16924,7943,46.93334909004964,NW_022145609.1:1493708-1510632,ECB-GENEPAGE-23134137,Sp-Hypp_2635|SPU_022862|hypothetical protein-2635,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25027986-25035907,21.69,26.07,8.4,24.41,LOC115928544,KICSTOR complex protein SZT2-like,26005,6130,23.57238992501442,NW_022145609.1:25008111-25034116,ECB-GENEPAGE-23135247,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:25027986-25035907,21.69,26.07,8.4,24.41,LOC115928545,KICSTOR complex protein SZT2-like,25964,1768,6.809428439377601,NW_022145609.1:25034139-25060103,ECB-GENEPAGE-23135252,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:17119701-17122757,20.32,32.59,10.37,29.77,LOC100893621,E3 ubiquitin-protein ligase RGLG4,31090,3056,9.829527179157285,NW_022145605.1:17092004-17123094,ECB-GENEPAGE-23108619,Sp-Copiner|SPU_006547|LOC110987052,partially curated,n/a,n/a,KEGG:spu:100893621,n/a
NW-022145602.1:3489377-3492288,10.52,31.58,6.78,24.12,LOC584110,uncharacterized LOC584110,156611,2911,1.8587455542714113,NW_022145602.1:3385696-3542307,ECB-GENEPAGE-23087534,Sp-Fn3_8|SPU_001463|Sp-PppL_206|SPU_017131|pol polyprotein like-206|SPU_007106|Sp-Ckap5|SPU_026481|cytoskeleton associated protein 5|KIAA0097 protein|Sp-Fn3f_46|SPU_028131|Sp-Fn3_10|SPU_024777|Sp-Fn3_22|SPU_005960|Sp-Gagpol_1|SPU_015891|gag-pol polyprotein-1|Sp-Fn3f_60|SPU_022641,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:2241021-2248712,28.68,49.2,13.18,17.67,LOC105440223,C-type mannose receptor 2-like,35027,2605,7.437119936049333,NW_022145612.1:2246107-2281134,ECB-GENEPAGE-23156813," C-type lectin, superfamily member 13 |Sp-Clecsf13|Sp-Clect_72|SPU_009886|SPU_017888",partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:17159523-17159639,48.77,41.2,16.85,69.23,LOC583396,cytospin-A,41387,116,0.28028124773479596,NW_022145605.1:17134198-17175585,ECB-GENEPAGE-23108633,Sp-Cytsa-2|SPU_024287|cytospin A-2|Sp-Cytsa|SPU_021850|cytospin A|LOC110988864,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:25687863-25695496,21.99,23.96,9.17,10.97,LOC764448,hemicentin-1,92828,7633,8.22273451975697,NW_022145612.1:25629387-25722215,ECB-GENEPAGE-23163026,Sp-Fn3_28|Sp-NfascL_4| neurofascin homolog-like |Sp-NfascL|neurofascin homolog|neuroglian-like | neurofascin homolog-like-4|SPU_010002|SPU_027917|SPU_013014|SPU_011113,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:12308378-12315950,26.39,53.49,19.27,13.96,LOC105440513,uncharacterized LOC105440513,8308,7232,87.04862782859894,NW_022145606.1:12308718-12317026,ECB-GENEPAGE-23115936,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:7127552-7135060,17.87,31.89,8.74,30.3,LOC579637,HD domain containing 3,3804,1826,48.00210304942166,NW_022145612.1:7133234-7137038,ECB-GENEPAGE-23157940,"LOC579637|SPU_016827|guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1|LOC110974553",curated,n/a,n/a,KEGG:spu:579637,n/a
NW-022145612.1:7126449-7126498,58.24,71.0,21.02,52.69,LOC754129,serine hydroxymethyltransferase 2,19506,49,0.2512047575105096,NW_022145612.1:7111025-7130531,ECB-GENEPAGE-23157933,"Sp-Shmt2| Serine methylase | Glycine hydroxymethyltransferase | Serine hydroxymethyltransferase mitochondrial precursor |Shmt|LOC754129|SPU_016831|serine hydroxymethyltransferase, mitochondrial|LOC110974813",curated,n/a,n/a,n/a,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145606.1:6708798-6708811,53.31,59.62,48.31,27.23,LOC105441498,proline-rich transmembrane protein 1-like,6809,13,0.19092377735350272,NW_022145606.1:6702145-6708954,ECB-GENEPAGE-23115036,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:7816772-7816855,94.67,66.89,20.46,72.71,LOC100890776,uncharacterized LOC100890776,23470,83,0.3536429484448232,NW_022145606.1:7801910-7825380,ECB-GENEPAGE-23115244,SPU_012264|Sp-Pura|SPU_001859|Purine-rich binding protein,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:16804159-16811550,15.53,21.28,6.41,12.42,LOC581999,short chain dehydrogenase/reductase family 16C member 5,22922,7391,32.24413227467062,NW_022145613.1:16793098-16816020,ECB-GENEPAGE-23176134,Sp-Scdr9|SPU_019514|short chain dehydrogenase reductase 9|LOC581999|epidermal retinol dehydrogenase 2|LOC110989493,curated,n/a,GO:0016020,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145609.1:12161608-12168924,41.01,65.55,27.94,20.58,LOC105438671,uncharacterized LOC105438671,35910,7316,20.373155109997214,NW_022145609.1:12153120-12189030,ECB-GENEPAGE-23133039,hypothetical protein-188; notch-like|Sp-Hypp_188|SPU_022582|hypothetical protein-188|Notch-like|HyalinL13|SPU_014949,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145606.1:44818273-44818336,39.19,44.38,12.21,75.95,LOC579662,dihydropyrimidinase,45788,63,0.1375906351008998,NW_022145606.1:44774600-44820388,ECB-GENEPAGE-23121149,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:29119100-29126297,21.67,19.27,11.7,13.13,LOC105443288,clumping factor A-like,6085,1729,28.414133114215286,NW_022145594.1:29124568-29130653,ECB-GENEPAGE-23031675,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:18650390-18651319,33.02,5.8,9.17,6.83,LOC100889322,NADPH oxidase 4,44535,929,2.0859997754575055,NW_022145607.1:18608921-18653456,ECB-GENEPAGE-23125552,Sp-Tlr019|SPU_004139|Sp-Tlr010|SPU_001877|Sp-Tlr067|SPU_011949|SPU_015289|Sp-Nox4|SPU_004140|NADPH oxidase 4|LOC100889322|LOC110987954,curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR|Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR|Immunity,Immunity_ReceptorTLR,Immunity_ReceptorTLR"
NW-022145607.1:1514640-1521717,21.83,70.69,12.87,28.93,LOC105441308,NLR family CARD domain-containing protein 3-like,24668,5531,22.421760985892654,NW_022145607.1:1516186-1540854,ECB-GENEPAGE-23122581,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7051491-7058335,43.89,65.15,15.16,35.25,LOC100890605,tyrosine-protein phosphatase Lar,7212,6052,83.9156960621187,NW_022145609.1:7050331-7057543,ECB-GENEPAGE-23131741,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:25979882-25979900,48.83,61.72,21.56,75.56,LOC764519,trafficking protein particle complex 11,37100,18,0.04851752021563342,NW_022145605.1:25953869-25990969,ECB-GENEPAGE-23110750,Sp-C4orf41_1|Sp-C4orf41_2| chromosome 4 open reading frame 41 |Sp-C4orf41|human chromosome 4 open reading frame 41-1|human chromosome 4 open reading frame 41-2|LOC764519|SPU_022589|SPU_028487|SPU_028464|SPU_022985|trafficking protein particle complex subunit 11|LOC110986362,curated,n/a,n/a,n/a,n/a
NW-022145610.1:20962774-20969388,14.5,19.81,5.44,16.99,LOC100891419,uncharacterized LOC100891419,10059,6614,65.75206282930709,NW_022145610.1:20960454-20970513,ECB-GENEPAGE-23142546,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:25115524-25121966,9.64,15.72,7.52,32.89,LOC764395,nucleolar protein dao-5,10612,1485,13.993592159819073,NW_022145594.1:25106397-25117009,ECB-GENEPAGE-23030788,SPU_007543|Sp-Hypp_3071|SPU_002372|Sp-Nlr55|hypothetical protein-3071,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145605.1:30444974-30451416,20.11,22.58,7.16,22.95,LOC764971,carboxypeptidase B,11941,6442,53.948580520894396,NW_022145605.1:30441254-30453195,ECB-GENEPAGE-23111732,carboxypeptidase A (pancreatic)|zinc carboxypeptidase|SPU_022101|Sp-Cpa1L_2|SPU_030029,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:4477045-4477366,34.93,46.9,15.61,40.61,LOC115928714,A disintegrin and metalloproteinase with thrombospondin motifs 6-like,14178,321,2.264071096064325,NW_022145609.1:4475371-4489549,ECB-GENEPAGE-23131275,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:42154972-42161349,10.62,16.79,13.05,11.19,LOC100893147,serine/threonine-protein kinase Nek6,27361,6377,23.306896677753006,NW_022145606.1:42135838-42163199,ECB-GENEPAGE-23120623,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:23530869-23537246,15.52,22.63,6.44,30.52,LOC115919072,tubulin polyglutamylase TTLL5-like,51129,4954,9.689217469537837,NW_022145611.1:23532292-23583421,ECB-GENEPAGE-23150855,Sp-Ttl5|SPU_001030|tubulin tyrosine ligase like family 5,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:8863483-8869793,21.87,35.36,9.63,27.19,LOC105447166,uncharacterized LOC105447166,9478,928,9.791095167756911,NW_022145606.1:8868865-8878343,ECB-GENEPAGE-23115440,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:8858738-8859185,49.58,75.14,31.15,23.33,LOC105447170,uncharacterized LOC105447170,6809,317,4.655602878543105,NW_022145606.1:8858868-8865677,ECB-GENEPAGE-23115435,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:14878648-14879037,32.93,29.03,12.52,41.47,LOC580655,calmodulin-like,10647,389,3.653611345919038,NW_022145612.1:14872031-14882678,ECB-GENEPAGE-23160184,Sp-MyIIelc|SPU_001613|myosin II|LOC110974590,partially curated,n/a,n/a,KEGG:spu:580655,"Cytoskeleton,Cytoskeleton_Myosin,Cytoskeleton_Myosin"
NW-022145606.1:27719178-27725308,18.53,24.08,6.11,22.37,LOC105442393,uncharacterized LOC105442393,36027,6130,17.015016515391235,NW_022145606.1:27717721-27753748,ECB-GENEPAGE-23118585,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:20083221-20089331,34.48,31.56,16.81,42.47,LOC594232,listerin E3 ubiquitin protein ligase 1,59122,6110,10.334562430229017,NW_022145607.1:20063665-20122787,ECB-GENEPAGE-23125831,Sp-Rnf160L|SPU_010314|ring finger protein 160|KIAA0714 protein-like|Sp-Rnf160|SPU_010315|SPU_001042|SPU_017472|SPU_001043|Sp-Znf294|SPU_011396|zinc finger protein 294|LOC594232|E3 ubiquitin-protein ligase listerin|LOC110981525,curated,n/a,n/a,n/a,n/a
NW-022145609.1:4554721-4554779,73.67,40.09,24.19,38.16,LOC594564,A disintegrin and metalloproteinase with thrombospondin motifs 6,38069,58,0.1523549344611101,NW_022145609.1:4522593-4560662,ECB-GENEPAGE-23131281,Sp-Adam/Ts6/10L1|SPU_000680,partially curated,n/a,n/a,n/a,"Metalloprotease,Metalloprotease,Metalloprotease"
NW-022145612.1:38087112-38087173,21.89,46.46,14.52,63.23,LOC577924,missing,17262,61,0.3533773606766307,NW_022145612.1:38073321-38090583,ECB-GENEPAGE-23160989,Sp-XyltL|xylosyltransferase-like|SPU_025366,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:16121446-16121487,86.78,60.46,24.02,47.39,LOC105436929,protein tyrosine kinase 2,136884,41,0.029952368428742587,NW_022145598.1:16014104-16150988,ECB-GENEPAGE-23059947,Sp-Fak|SPU_019686|focal adhesion kinase|LOC105436929|focal adhesion kinase 1|LOC110982757,curated,n/a,n/a,n/a,"Kinase,Kinase_TK,Kinase_TK"
NW-022145609.1:2729890-2730893,10.04,25.76,6.71,21.41,LOC100894030,uncharacterized LOC100894030,34885,1003,2.8751612440877166,NW_022145609.1:2729820-2764705,ECB-GENEPAGE-23130940,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:2893250-2899185,27.99,23.08,11.85,13.83,st6galnac,"alpha-2,6-sialyltransferase",18261,4675,25.60100761185039,NW_022145609.1:2879664-2897925,ECB-GENEPAGE-23130961,Sp-Endrvt98|SPU_018460|endonuclease-reverse transcriptase-98,partially curated,n/a,GO:0016020,KEGG:spu:445330,n/a
NW-022145594.1:5100038-5100042,67.25,70.5,8.0,83.25,LOC585963,uncharacterized LOC585963,140194,4,0.0028531891521748434,NW_022145594.1:5035911-5176105,ECB-GENEPAGE-23027996,SPU_028806|SPU_021957|Sp-Tmem|SPU_000737|Macoilin transmembrane protein domain containing|Sp-Hypp_147|SPU_019130|hypothetical protein-147|zonadhesin-like|Sp-Hypp_178|SPU_021973|hypothetical protein-178|Sp-Hypp_271|SPU_027605|hypothetical protein-271|Sp-Hypp_177|SPU_021958|hypothetical protein-177,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3365139-3371030,17.72,20.48,9.34,16.52,LOC115928459,receptor-type tyrosine-protein phosphatase T-like,6864,375,5.463286713286713,NW_022145609.1:3358650-3365514,ECB-GENEPAGE-23131039,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:3365139-3371030,17.72,20.48,9.34,16.52,LOC100890115,uncharacterized LOC100890115,23546,4098,17.404230017837424,NW_022145609.1:3366932-3390478,ECB-GENEPAGE-23131043,Sp-Ptprlec1|SPU_019852|RPTPLec1|Receptor-type tyrosine-protein phosphatase Lec1|Protein-tyrosine phosphatase Lec1,partially curated,n/a,n/a,n/a,"Phosphatase,Phosphatase_Tyrosine,Phosphatase_Tyrosine"
NW-022145605.1:25258764-25258820,21.77,38.32,16.11,52.89,LOC585047,MYST/Esa1 associated factor 6,15836,56,0.35362465269007326,NW_022145605.1:25253439-25269275,ECB-GENEPAGE-23110579,LOC585047|SPU_016487|SPU_027564|chromatin modification-related protein MEAF6|LOC110978925,curated,n/a,n/a,n/a,n/a
NW-022145609.1:4834737-4836557,17.97,23.5,7.16,13.47,LOC575298,ubiquitin receptor RAD23c,14548,1820,12.510310695628265,NW_022145609.1:4829680-4844228,ECB-GENEPAGE-23131333,SPU_003878,partially curated,n/a,GO:0016020,n/a,n/a
NW-022145604.1:6480692-6480714,26.73,36.77,39.59,38.82,LOC105436432,sodium-coupled monocarboxylate transporter 1,23906,22,0.09202710616581612,NW_022145604.1:6464867-6488773,ECB-GENEPAGE-23099210,Sp-Slc5a5_1|SPU_021781|Na(+)/I(-) cotransporter|Sodium-iodide symporter|Na(+)/I(-)-symporter|Sodium/iodide cotransporter|SPU_021784,partially curated,n/a,n/a,n/a,"Nervous,Nervous_GrowthFactorRelated,Nervous_GrowthFactorRelated"
NW-022145609.1:15643975-15644072,66.84,69.6,18.79,55.23,LOC100894098,ciliogenesis and planar polarity effector 1,49797,97,0.19479085085446915,NW_022145609.1:15601868-15651665,ECB-GENEPAGE-23133673,hypothetical protein-1096|Sp-Hypp_1096|Sp-C5orf42L|SPU_023770|SPU_000794|human chromosome 5 open reading frame 42-like|LOC100894098|uncharacterized LOC100894098,curated,n/a,n/a,n/a,n/a
NW-022145606.1:17903435-17909211,9.1,10.66,9.74,11.54,LOC100888459,uncharacterized LOC100888459,16654,5372,32.25651495136304,NW_022145606.1:17892153-17908807,ECB-GENEPAGE-23117077,n/a,partially curated,n/a,n/a,n/a,n/a
